"Project","Framework","PackageName","Requested","Resolved","PackageType"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.DependencyInjection","","8.0.1","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.DependencyInjection.Abstractions","","8.0.2","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.DependencyModel","","2.1.0","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Diagnostics.Abstractions","","8.0.1","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.FileProviders.Abstractions","","8.0.0","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Hosting.Abstractions","","8.0.1","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Identity.Core","","8.0.4","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Identity.Stores","","8.0.4","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Localization","","8.0.11","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Localization.Abstractions","","8.0.11","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Logging","","8.0.0","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Logging.Abstractions","","8.0.2","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.ObjectPool","","8.0.11","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Options","","8.0.2","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.Primitives","","8.0.0","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Extensions.WebEncoders","","8.0.11","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Net.Http.Headers","","2.3.0","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.NETCore.Platforms","","2.0.0","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.NETCore.Targets","","1.0.1","Transitive"
"BanqueProjet.Application","net8.0","Microsoft.Win32.Registry","","4.5.0","Transitive"
"BanqueProjet.Application","net8.0","Newtonsoft.Json","13.0.3","13.0.3","Direct"
"BanqueProjet.Application","net8.0","Newtonsoft.Json.Bson","","1.0.2","Transitive"
"BanqueProjet.Application","net8.0","runtime.native.System","","4.0.0","Transitive"
"BanqueProjet.Application","net8.0","System.AppContext","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Buffers","","4.6.0","Transitive"
"BanqueProjet.Application","net8.0","System.Collections","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.ComponentModel.Annotations","","5.0.0","Transitive"
"BanqueProjet.Application","net8.0","System.Diagnostics.Debug","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.Diagnostics.DiagnosticSource","","8.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Dynamic.Runtime","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.Globalization","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.IO","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.IO.FileSystem","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.IO.FileSystem.Primitives","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Linq","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Linq.Expressions","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.ObjectModel","","4.0.12","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection.Emit","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection.Emit.ILGeneration","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection.Emit.Lightweight","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection.Extensions","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection.Primitives","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Reflection.TypeExtensions","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Resources.ResourceManager","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Runtime","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Runtime.Extensions","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Runtime.Handles","","4.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Runtime.InteropServices","","4.1.0","Transitive"
"BanqueProjet.Application","net8.0","System.Runtime.InteropServices.RuntimeInformation","","4.0.0","Transitive"
"BanqueProjet.Application","net8.0","System.Security.AccessControl","","4.5.0","Transitive"
"BanqueProjet.Application","net8.0","System.Security.Cryptography.Pkcs","","8.0.1","Transitive"
"BanqueProjet.Application","net8.0","System.Security.Cryptography.Xml","","8.0.2","Transitive"
"BanqueProjet.Application","net8.0","System.Security.Principal.Windows","","5.0.0","Transitive"
"BanqueProjet.Application","net8.0","System.Text.Encoding","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.Text.Encodings.Web","","8.0.0","Transitive"
"BanqueProjet.Application","net8.0","System.Threading","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.Threading.Tasks","","4.0.11","Transitive"
"BanqueProjet.Application","net8.0","System.Threading.Tasks.Extensions","","4.6.0","Transitive"
"BanqueProjet.Infrastructure","net8.0","AutoMapper","12.0.1","12.0.1","Direct"
"BanqueProjet.Infrastructure","net8.0","AutoMapper.Extensions.Microsoft.DependencyInjection","12.0.1","12.0.1","Direct"
"BanqueProjet.Infrastructure","net8.0","DotNetEnv","3.1.1","3.1.1","Direct"
"BanqueProjet.Infrastructure","net8.0","Humanizer.Core","","2.14.1","Transitive"
"BanqueProjet.Infrastructure","net8.0","Microsoft.AspNetCore.Antiforgery","","2.3.0","Transitive"
"BanqueProjet.Infrastructure","net8.0","Microsoft.AspNetCore.Authentication.Abstractions","","2.3.0","Transitive"
"BanqueProjet.Infrastructure","net8.0","Microsoft.AspNetCore.Authentication.Core","","2.3.0","Transitive"
"BanqueProjet.Infrastructure","net8.0","Microsoft.AspNetCore.Authorization","","2.3.0","Transitive"
